,name,price,end_date,Distillery,Age,Region,Bottler,Bottled Strength,Bottle Size,Distillery Status,details,Vintage,Cask Type,reserve_met
6182636,Jura 1973 Single Cask 45 Year Old #1 / Wealth Solutions Black Edition,750,2023-10-04,Jura,45 Years Old,Island,Official,42%,70cl,Operational,"Jura 1973 Single Cask 45 Year Old #1 / Wealth Solutions BlackEditionThe Isle of Jura is one of the most isolated in the Hebridean archipelago, and by all logical accounts an unusual place to build a distillery. However, the historic site was re-opened in the 1960s, in part to provide jobs to what was a declining population at the time. The rebuilding of the distillery was backed by blenders Charles Mackinlay & Co, so like Bruichladdich, despite the island being covered in peat, it produced an un-peated spirit to meet the needs of their blends. This continued into the 1990s when Whyte & Mackay became its owners, although they did eventually introduce some peated malt to their distilling, launching the Jura Superstition in 2003.Distilled in October 1973the liquid was filled into cask #1. After many years thewhisky waseventually finished in a Amoroso sherry barrel.Bottled exclusively for Wealth Solutions, only 250 bottles have been produced. Theycome in three different releases, denoted by the colour of the wax covering the seal.",1973,Amoroso Finish,0.0
5122228,Nc'nean 3 Year Old That Boutique-y Whisky Company Batch #2,46,2023-10-04,Nc'nean,3 Year Old,Highland,TBWC,59.8%,50cl,Operational,"Nc'nean 3 Year Old That Boutique-y Whisky Company Batch #2The idea for Nc'nean distillery was conceived in 2012 by Annabel Thomas and her family, who had acquired the Drimnin Estate on the Morvern Peninsula of Scotland's west coast just 10 years prior. The following year, Annabel Thomas left her job in London to build the distillery from the ground up. As manger and CEO she secured nearly £7.5m throughout two rounds of fundraising, and work began on building the distillery from scratch in 2014. It was designed by the legendary late Dr. Jim Swan, and the first spirit ran from its stills in March 2017. The name, pronounced [nc-nee-an] is an abbreviation of Neachneohain, a figure from Gaelic folk legend known as the Queen of the Spirits.Launched in 2012, That Boutique-y Whisky Company is an independent bottler and subsidiary of the Atom Group in Kent, England. Their releases are notable for their use of comic book style graphic labels, often with irreverent industry jokes concealed within them. Their catalogue is hugely expansive, covering whiskies from all over the world, and they are now joined by sister companies who bottle Gin and Rum.Batch #2resulted in 356 bottles.",N/A,N/A,
5122205,Inverleven 1979 Gordon and MacPhail,120,2023-10-04,Inverleven,,Lowland,Gordon & MacPhail,40%,70cl,Closed,"Inverleven 1979 Gordon and MacPhailInverleven was a single malt distillery located within the Dumbarton grain complex. Dumbarton had been built by Canadian giants, Hiram Walker, in 1936 in order to provide whisky for its newly acquired Ballantine's brand. The distillery consisted of two copper pot stills and, later, a lomond still which was actually considered to be a seperate distillery, simply called Lomond. The latter was decommissioned in 1985, with Inverleven following suit in 1991 and the wider Dumbarton complex in 2002. The whole site has now been demolished. Inverleven's legacy lives on however, most prominently in its still set. The Lomond still now produces The Botanist gin at Bruichladdich, and the spirit and wash stills are now in situ at Waterford distillery in Ireland. Its legacy is less prominent in its output, with most of its whisky reserved for blends. Occasional distillery bottlings were produced, but the majority are rare independent releases like this.This is a 1979 vintage from Gordon & MacPhail.When Gordon & MacPhail were producing official bottlings under license in the 1970s, each distillery was labelled using a specific branding determined by their parent companies, such as DCL, Hiram Walker or Highland Distillers. By the 1980s, single malts were increasing in popularity and Gordon & MacPhail began to create a “house label” for every distillery, each with its own unique style, as is presented here. Although no longer the licensees, Gordon & MacPhail still produce bottles like this for many distilleries today, renamed in 2018 as their Distillery Labels range.",1979,,
5122230,Bruichladdich 2010 Dramfool Jim McEwan 10 Year Old Journey's End JE1,160,2023-10-04,Bruichladdich,10 Year Old,Islay,Dramfool,55.6%,70cl,Operational,"Bruichladdich 2010 Dramfool Jim McEwan 10 Year Old Journey's End JE1Founded in 2015, Dramfool is a small independent bottling label created by Bruce Farquhar. Many of these releases have received high praise, and the collection features some interesting distilleries.Despite having come out of retirement to take on a new challenge at Ardnahoe distillery on Islay, his enduring legacy (for the time being at least) is his success in rejuvenating the neighbouring Bruichladdich when it re-opened in 2001. Born on the island, Jim began his career at Bowmore, starting out on 1st August 1963 at the age of 15as an apprentice cooper, he worked his way up to cellar master at the distillery's famous warehouses before moving to Glasgow at the age of 28 to train as a blender for parent company, Morrison Bowmore. After eight years, Jim returned to Islay at the request of Suntory to become its new distillery manager at Bowmore before ending his illustrious 38 year career as an ambassador for not onlyIslay's oldest working distillery, but the island itself. When the offer was made to reopen andmanage the redundantBruichladdich, Jim leapt at the chance toreawaken this mothballed giant, and revitalise both it and its importance to the island. Over the next decade and a half, he helped transform the image of the distillery, breathing new life into its existing stock with a pioneering new wood policy, and reviving the historic tradition of peated single malt production by introducing the Port Charlotte and Octomore brands, and of course, the acclaimed The Botanist gin.It was during his illustrious tenure at Bruichladdich that Jim acquired the private collection of casks.This whisky was distilled in 2010 and aged in single first-fill ex-Banyul(fortified apéritif or dessert wine) cask #2319 for 10 years.One of 314 bottles.",2010,first-fill ex-Banyul,
5122232,Macallan The Harmony Collection / Smooth Arabica,170,2023-10-04,Macallan,,Speyside,Official,40%,70cl,Operational,"Macallan The Harmony Collection / Smooth ArabicaReleased in November2022,Smooth Arabicais part of the second release from Macallan'sThe Harmony Collection. The project is spearheaded by the distilleries efforts to focus on sustainability.It may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.This release celebrates the flavours of ground arabicacoffee.Macallan Whisky Maker Steven Bremner worked with world renowned coffee experts to produce the perfect whisky to be paired with high quality coffee. The result has been aged inex-Sherry European and American oak casks.By focusing onsustainable packaging and in homage to its coffeeinfluence, Intense Arabica was presented ina 100% recyclable and biodegradablebox which ismade using natural by-products in the coffee-making process. These includesustainably sourcedcoffee bean husks.",,ex-Sherry,
6182637,Springbank 1969 Murray McDavid 28 Year Old,1600,2023-10-04,Springbank,28 year old,Campbeltown,Murray McDavid,46%,70cl,Operational,"Springbank 1969 Murray McDavid 28 Year OldMurray McDavid were founded in 1996 by Mark Reynier, Simon Coughlin and ex-Springbank distillery Director, Gordon Wright. The company bought re-opened Bruichladdich distillery in December 2000, hiring Jim McEwan as Master Distiller. The company was purchased by Remy Cointreau in 2012, with the Murray McDavid brand eventually returning to Scottish hands the following year. Murray McDavid is famed for coining the term ""ACE-ing"" (additional cask enhancement) in relation to their cask finishing process, something they continue to use to great effect to this day.This is a 1969 vintage Springbank, bottled from fresh sherry wood in Spetember 1997.Springbank distillery has been owned and operated by the Mitchell family in Campbeltown since 1837, and it one of Scotland's most revered distilleries. Following a brief mothballing between 1979 and 1987, upon the reopening the decision was taken to cease all sales to the blending industry and focus on its single malt sales. Today it is one of the only distilleries to malt, distil, bottle and mature whisky on the same site, and produces three distinct and highly prized single malts.",1969,Fresh Sherry Wood,1.0
5122234,Macallan The Harmony Collection / Smooth Arabica,170,2023-10-04,Macallan,,Speyside,Official,40%,70cl,Operational,"Macallan The Harmony Collection / Smooth ArabicaReleased in November2022,Smooth Arabicais part of the second release from Macallan'sThe Harmony Collection. The project is spearheaded by the distilleries efforts to focus on sustainability.It may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.This release celebrates the flavours of ground arabicacoffee.Macallan Whisky Maker Steven Bremner worked with world renowned coffee experts to produce the perfect whisky to be paired with high quality coffee. The result has been aged inex-Sherry European and American oak casks.By focusing onsustainable packaging and in homage to its coffeeinfluence, Intense Arabica was presented ina 100% recyclable and biodegradablebox which ismade using natural by-products in the coffee-making process. These includesustainably sourcedcoffee bean husks.",,ex-Sherry,
5122211,Macallan Estate,280,2023-10-04,Macallan,N/A,Speyside,Official,43%,70cl,Operational,"Macallan EstateIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.Released in 2019,and much like the inaugural Easter Elchies Black released the previous year, this was intended to pay tribute to the the heritage and home of their Easter Elchies Estate.Macallan Estate is a rare single malt, produced exclusively using whisky distilled from their own home grown barley from their fields on the banks of the River Spey.",N/A,N/A,
6182638,Bowmore 1957 Hart Brothers 31 Year Old Sherry Wood,3200,2023-10-04,Bowmore,31 Year Old,Islay,Hart Brothers,40%,70cl,Operational,"Bowmore 1957 Hart Brothers 31 Year Old Sherry WoodThe Hart Brothers bottling company was founded in 1964 when Iain and Donald Hart incorporated as a wine and spirit merchant and Scotch whisky blenders. They have been bottling independent single malts since the 1980s.Islay’s oldest working distillery, Bowmore was established in 1779 and is now regarded as one of the most popular malts not only on Islay, but in the whole of Scotland. The distillery was acquired by Stanley P. Morrison in 1963, ushering in an era of iconic single malts, including the legendary Black Bowmore, credited by many as the genesis of whisky collecting, bottled in 1995. The distillery was bought under the control Suntory the year prior (they had been stakeholders since 1989), and it remains one of the most collectible brands in Scotch whisky today. Bowmore is one of the few remaining Scottish distilleries to use its own floor maltings, providing them with 40% of their requirements. The unique microclimate in their iconic No.1 vaults shares very little with the angels, meaning casks are readily available for independent labels like this, many of which are spectacular.This incredible release is a pre-Morrison's vintage, distilled back in 1957. The unique microclimate of the No.1 Vaults warehouse at Bowmore distillery means casks share very little with the angels, and has allowed the distillery, and independents like this, to bottle some spectacular age-statements over the years.",1957,sherry wood,0.0
5122207,Lukey Gold Label Blend 1960s,120,2023-10-04,N/A,N/A,Scotland,John Lukey,,,,Lukey Gold Label Blend 1960sA lovely old bottle of LukeyGold Label Blend from the 1960s.,N/A,N/A,
5122213,Macallan 1997 Easter Elchies 2010,2320,2023-10-04,Macallan,13 Year Old,Speyside,Official,52.3%,70cl,Operational,"Macallan 1997 Easter Elchies 2010It may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases thatthe distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.The 2010 Easter Elchies bottling was from a single sherry butt cask #432, distilled in 1997 and bottled in 2010.",1997,Sherry Butt,0.0
5122215,Lindores Single Malt Limited Edition,36,2023-10-04,Lindores Abbey,N/A,Lowland,Official,49.4%,70cl,Operational,"Lindores Single Malt Limited EditionLocated on the outskirts of Newburgh in Fife, the Lindores Abbey distillery takes its name from a Tironensian abbey which was built by David, Earl of Huntingdon on land granted to him by his brother, William the Lion, in 1191. The abbey is of historical significance as it was the location of the first written reference to the production of Scotch whisky in 1494. Lindores monk, Brother John Cor, was commissioned by King James IV to turn 8 bolls of malt into Aqua Vitae, and his production is recorded in the Exchequer Roll of the same year. Today only ruins of the original abbey remain, but in 2017 the new state-of-the-art distillery began production at the same location. Designed by the late Dr Jim Swan, the facility is armed with three Forsyths copper pot stills and traditional wooden washbacks supplied by Joseph Brown of Dufftown. The barley is sourced locally and the first releases from the distillery were a range of traditional Aqua Vitae, flavoured with herbs and spices. Lindores Abbey released its first single malt in the summer of 2021.This single malthas been aged exclusively in bourbon barrels.",N/A,See Lot Description,
6182639,Old Joe 1964 Kentucky Bourbon Miniature 4 Year Old,45,2023-10-04,,4 Year Old,"Kentucky, USA",The Old Joe Distillery Co.,86 Proof,1/10 Pint,,"Old Joe 1964 Kentucky Bourbon Miniature 4 Year OldAn old bottling of Old Joe Bourbon. Distilled in Lawrenceburg, Kentucky, this was aged for 4 years before being bottled. This miniature was distilled in Spring 1964 and bottled in Fall 1968.",1964,,
5122217,Lindores Single Malt Limited Edition,26,2023-10-04,Lindores Abbey,N/A,Lowland,Official,49.4%,70cl,Operational,"Lindores Single Malt Limited EditionLocated on the outskirts of Newburgh in Fife, the Lindores Abbey distillery takes its name from a Tironensian abbey which was built by David, Earl of Huntingdon on land granted to him by his brother, William the Lion, in 1191. The abbey is of historical significance as it was the location of the first written reference to the production of Scotch whisky in 1494. Lindores monk, Brother John Cor, was commissioned by King James IV to turn 8 bolls of malt into Aqua Vitae, and his production is recorded in the Exchequer Roll of the same year. Today only ruins of the original abbey remain, but in 2017 the new state-of-the-art distillery began production at the same location. Designed by the late Dr Jim Swan, the facility is armed with three Forsyths copper pot stills and traditional wooden washbacks supplied by Joseph Brown of Dufftown. The barley is sourced locally and the first releases from the distillery were a range of traditional Aqua Vitae, flavoured with herbs and spices. Lindores Abbey released its first single malt in the summer of 2021.This single malthas been aged exclusively in bourbon barrels.",N/A,See Lot Description,
5122219,Lindores Single Malt,26,2023-10-04,Lindores Abbey,N/A,Lowland,Official,46%,70cl,Operational,"Lindores Single MaltLocated on the outskirts of Newburgh in Fife, the Lindores Abbey distillery takes its name from a Tironensian abbey which was built by David, Earl of Huntingdon on land granted to him by his brother, William the Lion, in 1191. The abbey is of historical significance as it was the location of the first written reference to the production of Scotch whisky in 1494. Lindores monk, Brother John Cor, was commissioned by King James IV to turn 8 bolls of malt into Aqua Vitae, and his production is recorded in the Exchequer Roll of the same year. Today only ruins of the original abbey remain, but in 2017 the new state-of-the-art distillery began production at the same location. Designed by the late Dr Jim Swan, the facility is armed with three Forsyths copper pot stills and traditional wooden washbacks supplied by Joseph Brown of Dufftown. The barley is sourced locally and the first releases from the distillery were a range of traditional Aqua Vitae, flavoured with herbs and spices. Lindores Abbey released its first single malt in the summer of 2021.This single malthas been aged in a combination of ex-Bourbon, Wine and Sherry casks.",N/A,See Lot Description,
5122221,Loch Lomond 30 Year Old,245,2023-10-04,Loch Lomond,30 Year Old,Highland,Official,47%,70cl,Operational,"Loch Lomond 30 Year OldLoch Lomond distillery was an innovative project when first conceived, intending to be fully self-reliant in its blending responsibilities by producing a variety of single malt and grain whiskies on the same site. The combination of swan-necked pot stills, Lomond stills and continuous stills, nowadays allow for the production of a staggering 11 distinct spirits. Within these are a number of single malts, including Inchmurrin, Inchmoan, Rhosdhu and Croftengea.This 30 year old whisky was matured inAmerican Oak barrels and finished in Olorosso ex-sherry casks.",,see lot description,
6182657,Highland Park Gordon and MacPhail Miniature 1970s / Magnus Label,60,2023-10-04,Highland Park,N/A,Island,Gordon & MacPhail,70 Proof,Miniature,Operational,"Highland Park Gordon and MacPhail Miniature 1970s / Magnus LabelHighland Park was built by David Robertson all the way back in 1798. The distillery's relationship with blenders, Robertson & Baxter, saw it acquired by Highland Distillers in 1937, who were subsequently bought by Edrington in 1999, who run it today. The modern Highland Park single malt brand was first officially bottled in the 1970s, with the release of an 8 year old age statement, but distillery bottlings first appeared around the 1950s. The look of the brand has changed many times over the years, but its cult following and popularity has never diminished. It remains one of the most recognisable single malts in the world to this day.Despite having produced occasional distillery bottlings for many years, Highland Park was one of several single malts that Highland Distillers licensed to Gordon & MacPhail, who produced semi-official bottlings as of the 1960s. This long-standing relationship with the distillery has furnished the company with a supply of high-quality casks, and subsequently, high quality releases over the years.",N/A,N/A,
5122223,Yamazaki Tsukuriwake Selection 2022 Editions 4 x 70cl,3500,2023-10-04,N/A,N/A,Japan,Official,48.0%,4 x 70cl,Operational,"Yamazaki 2022 Edition 4 x 70clSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The set includes four bottles of Yamazaki from four different cask types, which are part of the Tsukuriwake"" selection:Peated Malt 48% 70clMizunara, Japanese oak cask 48% 70clPuncheon 48% 70clSpanish oak 48% 70clThis lot has a 4bottle shipping fee.",N/A,N/A,0.0
5122225,Ardbeg 2000 Single Bourbon Cask #3409,701,2023-10-04,Ardbeg,N/A,Islay,Official,46.8%,70cl,Operational,"Ardbeg 2000 Single Bourbon Cask #3409You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This whisky was filled into first-fill Bourbon cask #3409 on 18th September 2000. It was bottled at cask strength on 27th September 2021.One of 177 bottles.",2000,first-fill Bourbon,0.0
5122227,Ardbeg 2000 Single Bourbon Cask #3431,665,2023-10-04,Ardbeg,N/A,Islay,Official,45.5%,70cl,Operational,"Ardbeg 2000 Single Bourbon Cask #3431You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This whisky was filled into first-fill Bourbon cask #3431 on 18th September 2000. It was bottled at cask strength on 27th September 2021.One of 149 bottles.",2000,first-fill Bourbon,0.0
5122229,Springbank 1993 Luvians 21 Year Old / The Open 2015,750,2023-10-04,Springbank,21 Year Old,Campbeltown,Luvians,57.3%,70cl,Operational,"Springbank 1993 Luvians 21 Year Old / The Open 2015Springbank distillery has been owned and operated by the Mitchell family in Campbeltown since 1837, and it one of Scotland's most revered distilleries. Following a brief mothballing between 1979 and 1987, upon the reopening the decision was taken to cease all sales to the blending industry and focus on its single malt sales. Today it is one of the only distilleries to malt, distil, bottle and mature whisky on the same site, and produces three distinct and highly prized single malts.This 21 year old was bottled to celebrate the The Open Championship golf tournament, held in St Andrews in 2015. It was bottled by local wine and spirits shop, Luvians.One of 184 drawn from a first fill sherry hogshead.",1993,1st fill sherry,1.0
6182658,Old Forester 1962 Kentucky Bourbon Miniature / Western Airlines Exclusive,80,2023-10-04,Brown-Forman,,"Kentucky, USA",Official,100 us proof,miniature,Operational,"Old Forester 1962 Kentucky Bourbon Miniature / Western Airlines ExclusiveIntroduced in 1870, Old Forester was the founding product of what is now Brown-Forman and is one of America's historic bourbon brands. It was one of the first to be sold only in sealed bottles, in order to ensure quality control to capitalise on the medicinal whiskey trade in the 19th century. It was even named after local Louisville physician, Dr. William Forrester (they dropped the second 'R' from the name when he retired). This early foresight paid dividends when National Prohibition was enacted in 1920, seeing Brown-Forman granted a license to continue making whiskey. It was one of just six, alongside Glenmore, Frankfort Distilleries, Schenley A. Ph. Stitzel and the American Medicinal Spirits Co. In the decades following repeal, Brown-Forman became one of the nation's leading drinks companies, and Old Forester remained its flagship Kentucky brand. Its distillery in Shively is one of the largest in the state, and in 2018 they opened a dedicated Old Forester distillery on Louisville's famous Whiskey Row, doubling their capacity to produce the brand.This Bourbon was distilled in 1962 andbottled in 1967 for Western Airlines.",1962,,
5122231,"Macallan An Estate, A Community and A Distillery / Peter Blake",1000,2023-10-04,Macallan,N/A,Speyside,Offical,47.7%,70cl,Operational,"Macallan An Estate, A Community and A Distillery / Peter Blake""A tribute to some of the colourful characters from The Macallan’s past and present""It may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.Presented in early 2021, An Estate, A Community and A Distillery is the result of the Speyside giant once again collaborating with acclaimed British artist, Sir Peter Blake. Famously the designer of The Beatles iconic Sgt. Pepper's Lonely Hearts Club Band record sleeve, he is perhaps best known in the whisky world for labelling 12 bottles of the legendary Macallan 1926: currently the most expensive single malt in history. This is the third time he and TheMacallan have worked together.The bottle was released to celebrate the distilleries Anecdotes of Ages Collection and was available via ballot in March 2021.The presentation box houses the bottle, a certificate detailing the history and heritage on which the art was based, and artwork printed on a scroll.",N/A,N/A,0.0
5122233,Macallan M Copper 2022 Release,5150,2023-10-04,Macallan,N/A,Speyside,Official,42%,70cl,Operational,"Macallan M Copper 2022 ReleaseIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.In true Macallan fashion, the M Decanter is incredibly elegant and impressive to look at, without even considering the contents. The crystal decanter is designed by Fabien Baron, a well known French Director and Art Director and created by Lalique. It is one of the more difficult decanters to produce as it requires a 15 stage finishing process.The Macallan M is a limited release each year and carries Macallan's reputation of exceptional quality whisky proudly. The packaging includes a replacementcrystal stopper.",N/A,N/A,0.0
7003509,Bowmore 1988 Timeless Series 31 Year Old,1527,2023-10-04,Bowmore,31 year old,Islay,Official,45.4%,70cl,Operational,"Bowmore 1988 Timeless Series 31 Year OldIslay’s oldest working distillery, Bowmore was established in 1779 and is now regarded as one of the most popular malts not only on Islay, but in the whole of Scotland. The distillery was acquired by Stanley P. Morrison in 1963, ushering in an era of iconic single malts, including the legendary Black Bowmore, credited by many as the genesis of whisky collecting, bottled in 1993. The distillery was bought under the control Suntory the year after (they had been stakeholders since 1989), and it remains one of the most collectible brands in Scotch whisky today. Bowmore is one of the few remaining Scottish distilleries to use its own floor maltings, providing them with 40% of their requirements.A 1988 vintagefrom Islay's Bowmore distillery which was released as part of the Timeless Series in February 2021.This incrediblesingle malt was matured in ex-Bourbon casks for 29 years and finished for two years in Spanish oak Matusalem Sherry-seasoned butts.A 28 year old version was also released alongside this edition, butthis 31 year old was made exclusive to the travel retail market.One of 3,000 bottles.",1988,See lot description,0.0
7002463,Glenfiddich 1963 Vintage Reserve 35 Year Old #12371,2400,2023-10-04,Glenfiddich,35 year old,Speyside,Official,47.6%,70cl,Operational,"Glenfiddich 1963 Vintage Reserve 35 Year Old #12371Glenfiddich was an early advocate of the single malt Scotch category, and their faith is rewarded today by being one of the best-selling Scotch brands in the world. The distillery was built by William Grant in 1886, distilling its first spirit on Christmas day the following year. Today it is still part of the family-owned, William Grant & Sons. They became the first distillery to market their single malt brand in 1963, and were the first to open their facility to visitors. Glenfiddich was an important trailblazer in the whisky industry, who's contribution cannot be forgotten. The scale of their operation today is a testament to this.TheVintage Reservecollection from Glenfiddich is a selection of single cask bottlings introduced in 1999. They were bottled for the best part of the next decade, eventually being replaced by the revampedRare Collectionline during a rebrand of the distillery portfolio in 2008. Theseries was bottled from only a few select casks per year and they are highly prized by collectors and connoisseurs alike.One of the early 1999 releases, this was distilled in 1963 and bottled from cask #12371, yielding 201 bottles.",1963,,
7002464,Glenfiddich 1961 Vintage Reserve 35 Year Old #9015,2715,2023-10-04,Glenfiddich,n/a,Speyside,Official,43.2%,70cl,Operational,"Glenfiddich 1961 Vintage Reserve 35 Year Old #9015Glenfiddich was an early advocate of the single malt Scotch category, and their faith is rewarded today by being one of the best-selling Scotch brands in the world. The distillery was built by William Grant in 1886, distilling its first spirit on Christmas day the following year. Today it is still part of the family-owned, William Grant & Sons. They became the first distillery to market their single malt brand in 1963, and were the first to open their facility to visitors. Glenfiddich was an important trailblazer in the whisky industry, who's contribution cannot be forgotten. The scale of their operation today is a testament to this.TheVintage Reservecollection from Glenfiddich is a selection of single cask bottlings introduced in 1999. They were bottled for the best part of the next decade, eventually being replaced by the revampedRare Collectionline during a rebrand of the distillery portfolio in 2008. Theseries was bottled from only a few select casks per year and they are highly prized by collectors and connoisseurs alike.This was distilled in 1961 and matured in cask #9015, yielding 186 bottles.",1961,N/A,
7002470,Macallan 1965 Anniversary Malt 25 Year Old / Giovinetti Import,3200,2023-10-04,Macallan,25 Year Old,Speyside,Official,43%,75cl,Operational,"Macallan 1965 Anniversary Malt 25 Year Old / Giovinetti ImportIt may be hard to imagine today, but for much of the 20th century,Macallanwas primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for thehigh qualityreleases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet,Macallanis easily the most sought after. So much so in fact, that they had to open abrand newdistillery in 2018, a subterranean architectural masterpiece within the EasterElchiesestate, boasting 36 copper pot stills.The distillery added a 25 year old to their annual output in 1983, called the Anniversary Malt and accompanied at the time by the limited edition 50 year old. The 25 year old Anniversary Malt was produced for two decades before being replaced, and is now one of the most highly prized expressions in the world of whisky.",1965,Sherry Wood,0.0
7002473,"Macallan 1962 Campbell, Hope and King 80 Proof / Rinaldi Import",2200,2023-10-04,Macallan,,Speyside,Official,46%,75cl,Operational,"Macallan 1962 Campbell, Hope and King / Rinaldi ImportIt may be hard to imagine today, but for much of the 20th century,Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for thehigh qualityreleases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet,Macallan is easily the most sought after. So much so in fact, that they had to open abrand newdistillery in 2018, a subterranean architectural masterpiece within the EasterElchiesestate, boasting 36 copper pot stills.Macallan have only been bottling their own product since 1980, prior to which they licensed their branding to independent bottlers. The most prominent of these was Campbell, Hope & King, a brewer by trade but with a stake in the blending and bottling business through their premises in Elgin. They bottled near-annual vintage releases of the ""over 15 years old,"" as well as an 8 and 12 year old age-statement. These were predominantly produced for the booming Italian market for single malts in the 1960s, but are now located all over the world as absolute staple piecesin every serious whisky collection.This 80 proof 1962 vintage was the last bottled by Campbell, Hope & King. Some were later rebottled by the distillery for a Fine and Rare release, the same one that features as a prop in the James Bond film, Skyfall.Fratelli Rinaldi import for the Italian market.",1962,Sherry wood,0.0
