,name,price,reserve_met,end_date,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottled Strength,Bottle Size,Distillery Status,details
6176722,Ardbeg 10 Year Old Black Mystery 1st Release,97,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,70cl,Operational,"Ardbeg 10 Year Old Black Mystery 1st ReleaseYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This was created and sold specifically in the French market - with the majority being sold by La Maison Du Whisky."
6176723,Ardbeg 10 Year Old Black Mystery 1st Release,92,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,70cl,Operational,"Ardbeg 10 Year Old Black Mystery 1st ReleaseYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This was created and sold specifically in the French market - with the majority being sold by La Maison Du Whisky."
6176070,Longrow 10 Year Old 1990s,133,,2023-10-04,Springbank,10 Year Old,,Campbeltown,Official,,46%,70cl,Operational,"Longrow 10 Year Old 1990sFirst distilled in 1973, Longrow is the peated single malt produced at Springbank distillery. Although very popular, Longrow remains an elusive whisky, with only 100-150 casks of it filled at the distillery each year. Early champions of this spirit included the legendary Italian bottler, Silvano Samaroli, who bought and bottled a number of famous casks from the inaugural vintage, and is credited by many with a good deal of the brand's success. It remains revered by connoisseurs to this day.This 10 year old distillery bottling was first introduced in 1997, and this is one of the earlier editions."
6176085,Lagavulin 8 Year Old 200th Anniversary,35,,2023-10-04,Lagavulin,8 Year Old,,Islay,Official,,48%,70cl,Operational,"Lagavulin 8 Year Old 200th AnniversaryLagavulin distillery is one of the quintessential Islay producers, built in the early 19th century before eventually finding itself in the hands of White Horse blenders and their infamous proprietor, Sir Peter Mackie. It has truly captured the imagination of the whisky world in modern times, with the 16 year old becoming an instant (if unexpected) favourite when introduced as one of United Distillers' Classic Malts in 1988. The company had not expected the smoky flavours to be as popular as lighter offerings such as Dalwhinnie and Glenkinchie. Lagavulin was also home to the legendary (and near mythical) Malt Mill distillery in the first half of the 20th century.A special release of Lagavulin bottled at 8 years old to celebrate the 200th anniversary of the famous Islay distillery."
6176847,Ardbeg 10 Year Old 1 litre,35,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,1 litre,Operational,"Ardbeg 10 Year Old 1 litreYou would not think it to see it now, but Ardbeghad a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangieplc in 1997.The ""Guaranteed 10 year old"" was the standard Ardbeg single malt release during the 1970s and 1980s, however the last of these were sold by Allied Distillers in the early 1990s. When Glenmorangie plc first took over at the distillery, the gap in stock due to its numerous closures meant that the first age-statement distillery bottling they could release was a generous 17 year old. This now classic 10 year old expression made its triumphant return in 2000 however."
6176848,Ardbeg 10 Year Old 1 litre,30,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,1 litre,Operational,"Ardbeg 10 Year Old 1 litreYou would not think it to see it now, but Ardbeghad a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangieplc in 1997.The ""Guaranteed 10 year old"" was the standard Ardbeg single malt release during the 1970s and 1980s, however the last of these were sold by Allied Distillers in the early 1990s. When Glenmorangie plc first took over at the distillery, the gap in stock due to its numerous closures meant that the first age-statement distillery bottling they could release was a generous 17 year old. This now classic 10 year old expression made its triumphant return in 2000 however."
6176851,Ardbeg Uigeadail,373,,2023-10-04,Ardbeg,,,Islay,Official,,54.2%,70cl,Operational,"Ardbeg UigeadailYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.TheUigeadealwas introduced in 2003, pronounced [oog-a-dal], andtakes it's name from a Loch that is a water source for the distillery. Thisis alegendary cask strength Ardbeg.Whisky Auctioneer is delighted to have partnered with Scottish drinks industry charity,The BEN, to hold a spotlight charity auction.Theyhave received bottle donations fromcompanies across the industry, with all funds raised to go to supportingthose in the drinks industry.The charity supports people of all ages who have worked in the licensed trade with beneficiaries receiving annual financial assistance as well as discretionary one-off grants for emergency situations. The BENcharity bottles are available exclusively through our December 2022 auction."
6176866,Ardbeg 1974 Signatory Vintage 24 Year Old,600,,2023-10-04,Ardbeg,24 Year Old,1974,Islay,Signatory Vintage,,43%,70cl,Operational,"Ardbeg 1974 Signatory Vintage 24 Year OldYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases.This whisky was distilled in March 1974 and aged in two oak casks for 24 years.Signatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.One of 474 bottles."
6176878,Bowmore Springtide,136,,2023-10-04,Bowmore,,,Islay,Official,Oloroso sherry casks,54.9%,70cl,Operational,"Bowmore SpringtideIslay’s oldest working distillery, Bowmore was established in 1779 and is now regarded as one of the most popular malts not only on Islay, but in the whole of Scotland. The distillery was acquired by Stanley P. Morrison in 1963, ushering in an era of iconic single malts, including the legendary Black Bowmore, credited by many as the genesis of whisky collecting, bottled in 1993. The distillery was bought under the control Suntory the year after (they had been stakeholders since 1989), and it remains one of the most collectible brands in Scotch whisky today. Bowmore is one of the few remaining Scottish distilleries to use its own floor maltings, providing them with 40% of their requirements.This is a former constituent of the Bowmore travel retail range, introduced in 2012 alongside the 100 Degrees Proof. TheSpringtidehas been matured in Oloroso sherry casks.The expression was discontinued with the introduction of a new travel retail range in 2017."
6176314,Longrow 1992 Cadenhead's 9 Year Old,145,,2023-10-04,Springbank,9 Year Old,1992,Campbeltown,Wm. Cadenhead,Bourbon Hogshead,57%,70cl,Operational,"Longrow 1992 Cadenhead's 9 Year OldThe Authentic Collection was launched by Wm. Cadenhead in 1991, and included whiskies from several rare closed Scottish and Irish distilleries, bottled for the company's 150th anniversary. It would later go on to become a mainstay of their portfolio, as the cask strength alternative to the Original Collection, which replaced their famous ""dumpy"" bottlings in the early 1990s. The Authentic Collection is now the flagship Cadenhead brand, and one of the most recognisable independent labels on the market.This is a 1992 vintage Longrow, bottled in September 2001.This is one of 342 bottles charged from a bourbon hogshead.First distilled in 1973, Longrow is the peated single malt produced at Springbank distillery. Although very popular, Longrow remains an elusive whisky, with only 100-150 casks of it filled at the distillery each year. Early champions of this spirit included the legendary Italian bottler, Silvano Samaroli, who bought and bottled a number of famous casks from the inaugural vintage, and is credited by many with a good deal of the brand's success. It remains revered by connoisseurs to this day."
6176888,Ardbeg 10 Year Old Black Mystery 1st Release,92,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,70cl,Operational,"Ardbeg 10 Year Old Black Mystery 1st ReleaseYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This was created and sold specifically in the French market - with the majority being sold by La Maison Du Whisky."
6176889,Lagavulin 16 Year Old,100,,2023-10-04,Lagavulin,16 Year Old,,Islay,Official,,43%,70cl,Operational,"Lagavulin 16 Year OldLagavulin distillery is one of the quintessential Islay producers, built in the early 19th century before eventually finding itself in the hands of White Horse blenders and their infamous proprietor, Sir Peter Mackie. It has truly captured the imagination of the whisky world in modern times, with the 16 year old becoming an instant (if unexpected) favourite when introduced as one of United Distillers' Classic Malts in 1988. The company had not expected the smoky flavours to be as popular as lighter offerings such as Dalwhinnie and Glenkinchie. Lagavulin was also home to the legendary (and near mythical) Malt Mill distillery in the first half of the 20th century.Unlike some of the other Classic Malts, Lagavulin already had its own single malt brand, and was marketed alongside Taliskerin the Ascot Malt Cellar range from DCLin 1982. Considered a somewhat half-hearted attempt to compete in the emerging single malt market(two of the six bottles were still blends), the Malt Cellar featured a 12 year old Lagavulin which would be discontinued in 1988 with the introduction of this expression."
6176890,Ardbeg 10 Year Old Black Mystery 1st Release,97,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,,46%,70cl,Operational,"Ardbeg 10 Year Old Black Mystery 1st ReleaseYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This was created and sold specifically in the French market - with the majority being sold by La Maison Du Whisky."
6176896,Ardbeg 10 Year Old Gift Pack,55,,2023-10-04,Ardbeg,10 Year Old,N/A,Islay,Official,N/A,46%,70cl,Operational,"Ardbeg 10 Year Old Gift PackA very well presented bottle of Ardbeg 10 year old alongside two small branded glasses.You would not think it to see it now, but Ardbeghad a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangieplc in 1997.The ""Guaranteed 10 year old"" was the standard Ardbeg single malt release during the 1970s and 1980s, however the last of these were sold by Allied Distillers in the early 1990s. When Glenmorangie plc first took over at the distillery, the gap in stock due to its numerous closures meant that the first age-statement distillery bottling they could release was a generous 17 year old. This now classic 10 year old expression made its triumphant return in 2000 however."
6177203,Miyagikyo Single Malt 50cl,36,,2023-10-04,Miyagikyo,,,Japan,Official,,43%,50CL,Operational,"Miyagikyo Single Malt 50clMiyagikyo was built in 1969 by the Nikka Whisky company. Nikka was founded in 1934 by Masataka Taketsuru, a former Suntory employee who had studied at the University of Glasgow, and later trained as a blender at the now lost Hazelburn distillery in Campbeltown. Miyagikyo is primarily a malt distillery, but now also produces Nikka’s grain whisky after it moved the Nishinomaya coffey stills there in the 1999.The unforeseen popularity of Japanese whisky meant that Nikka were understocked for their popular core range in 2015, discontinuing all of their age-statements as a result. This is now the sole core range product, but no less well-regarded."
6176591,Laphroaig An Cuan Mor,70,,2023-10-04,Laphroaig,N/A,N/A,Islay,Official,See Lot Description,48%,70cl,Operational,"Laphroaig An Cuan MorAn Cuan Morwas a 2013 addition to the Laphroaig travel retail range, matured in first-fill American white oak bourbon barrels and finished in European oak.Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile."
6176355,Ardbeg 1977,635,,2023-10-04,Ardbeg,N/A,1977,Islay,Official,N/A,46%,70cl,Operational,"Ardbeg 1977You would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.The lack of depth in the Ardbeg warehouses following the Glenmorangietakeover in 1997 made finding a core-range for the distillery a challenge. Their first age-statement was a generous 17 year old, and these iconic 1977vintages werereleased between 2001 and 2004."
6176378,Ardbeg Ardbog,170,,2023-10-04,Ardbeg,10 Year Old,,Islay,Official,Manzanilla Sherry Finish,52.1%,70cl,Operational,"Ardbeg ArdbogYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest inblended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997.This was the annual Ardbeg limited release for2013. Itwas launched, as always, at the Ardbeg Day during theFeis Ilefestival on Islay. As well as at the distillery, it was also available atArdbeg Embassiesaround the world.Ardbog is avatting of 10 year old Ardbeg matured in bourbon casks, with a ‘heart’ matured in Manzanilla sherry casks."
5111257,Blanton's Single Barrel Special Reserve dumped 2021 70cl,130,,2023-10-04,Buffalo Trace,see lot description,,"Kentucky, USA",Official,,40%,70cl,Operational,"Blanton's Single Barrel Special Reserve dumped 2021 70clBlanton's is a bourbon brand from the portfolio of Age International, the company formed byformer Fleischmann's Distilling director's, Bob Baranaskas and Ferdie Falke. They had approached Schenley in the early 1980s with a view to purchasing its Old Charter brand, but were instead offered Ancient Age and the George T. Stagg distillery where it was produced. The deal was completed in 1983, two years before the retirement of George T. Stagg master distiller, Elmer T. Lee, who had served there for 36 years, working his way from the bottom up. One of his final pioneering triumphs before doing so was the introduction of mass produced single barrel bourbon, specificallythrough the creation of the Blanton's brand in 1984.Normally a 6 to 8 year old bourbon, it is aged in Warehouse H at Buffalo Trace, which is the only metal-cladwarehouse at the distillery, commissioned for construction by Albert B. Blanton, after whom the whiskey is named. The warehouse was built shortly after prohibition and being metal,transfers heat quicker than brick warehouses, allowing for more rapid ageing.The popularity of these products was particularly high in Japan, coinciding with a market boom for American whiskey there in the 1980s. In 1991, with Age International in some financial trouble, a Japanese company called Takaro Shuzo stepped in and acquired a 22.5% stake in the company. In an unusual series of events, they then scuppered a deal the following year that was to see the remaining shares sold to Heublein (a subsidiary of Grand Metropolitan). Their deal the year before had included a 30 day right of refusal to purchase the shares for themselves should they be put up for sale. With the deal all but done, the Japanese company stepped in on the final day of the window to acquire full control of the company. As it turned out, their only interest was in the brands, and they had used the 30 days to negotiate a deal with the Sazerac Company of New Orleans. This saw the American company take ownership of the distillery (which they renamed Buffalo Trace in 1999), as well as the exclusive production and US distribution rights for the Age International labels. This is an arrangement that is still in place today.This is a 2021 bottling of the green-labelled Special Reserve.Please note due to the fragility of Blanton’s bottle seal and packaging, Whisky Auctioneer cannot accept responsibility for any damage and/or leakage during transit."
5111259,Blanton's Single Barrel Special Reserve dumped 2021 70cl,130,,2023-10-04,Buffalo Trace,see lot description,,"Kentucky, USA",Official,,40%,70cl,Operational,"Blanton's Single Barrel Special Reserve dumped 2021 70clBlanton's is a bourbon brand from the portfolio of Age International, the company formed byformer Fleischmann's Distilling director's, Bob Baranaskas and Ferdie Falke. They had approached Schenley in the early 1980s with a view to purchasing its Old Charter brand, but were instead offered Ancient Age and the George T. Stagg distillery where it was produced. The deal was completed in 1983, two years before the retirement of George T. Stagg master distiller, Elmer T. Lee, who had served there for 36 years, working his way from the bottom up. One of his final pioneering triumphs before doing so was the introduction of mass produced single barrel bourbon, specificallythrough the creation of the Blanton's brand in 1984.Normally a 6 to 8 year old bourbon, it is aged in Warehouse H at Buffalo Trace, which is the only metal-cladwarehouse at the distillery, commissioned for construction by Albert B. Blanton, after whom the whiskey is named. The warehouse was built shortly after prohibition and being metal,transfers heat quicker than brick warehouses, allowing for more rapid ageing.The popularity of these products was particularly high in Japan, coinciding with a market boom for American whiskey there in the 1980s. In 1991, with Age International in some financial trouble, a Japanese company called Takaro Shuzo stepped in and acquired a 22.5% stake in the company. In an unusual series of events, they then scuppered a deal the following year that was to see the remaining shares sold to Heublein (a subsidiary of Grand Metropolitan). Their deal the year before had included a 30 day right of refusal to purchase the shares for themselves should they be put up for sale. With the deal all but done, the Japanese company stepped in on the final day of the window to acquire full control of the company. As it turned out, their only interest was in the brands, and they had used the 30 days to negotiate a deal with the Sazerac Company of New Orleans. This saw the American company take ownership of the distillery (which they renamed Buffalo Trace in 1999), as well as the exclusive production and US distribution rights for the Age International labels. This is an arrangement that is still in place today.This is a 2021 bottling of the green-labelled Special Reserve.Please note due to the fragility of Blanton’s bottle seal and packaging, Whisky Auctioneer cannot accept responsibility for any damage and/or leakage during transit."
5111261,Blanton's Single Barrel Special Reserve dumped 2021 70cl,131,,2023-10-04,Buffalo Trace,see lot description,,"Kentucky, USA",Official,,40%,70cl,Operational,"Blanton's Single Barrel Special Reserve dumped 2021 70clBlanton's is a bourbon brand from the portfolio of Age International, the company formed byformer Fleischmann's Distilling director's, Bob Baranaskas and Ferdie Falke. They had approached Schenley in the early 1980s with a view to purchasing its Old Charter brand, but were instead offered Ancient Age and the George T. Stagg distillery where it was produced. The deal was completed in 1983, two years before the retirement of George T. Stagg master distiller, Elmer T. Lee, who had served there for 36 years, working his way from the bottom up. One of his final pioneering triumphs before doing so was the introduction of mass produced single barrel bourbon, specificallythrough the creation of the Blanton's brand in 1984.Normally a 6 to 8 year old bourbon, it is aged in Warehouse H at Buffalo Trace, which is the only metal-cladwarehouse at the distillery, commissioned for construction by Albert B. Blanton, after whom the whiskey is named. The warehouse was built shortly after prohibition and being metal,transfers heat quicker than brick warehouses, allowing for more rapid ageing.The popularity of these products was particularly high in Japan, coinciding with a market boom for American whiskey there in the 1980s. In 1991, with Age International in some financial trouble, a Japanese company called Takaro Shuzo stepped in and acquired a 22.5% stake in the company. In an unusual series of events, they then scuppered a deal the following year that was to see the remaining shares sold to Heublein (a subsidiary of Grand Metropolitan). Their deal the year before had included a 30 day right of refusal to purchase the shares for themselves should they be put up for sale. With the deal all but done, the Japanese company stepped in on the final day of the window to acquire full control of the company. As it turned out, their only interest was in the brands, and they had used the 30 days to negotiate a deal with the Sazerac Company of New Orleans. This saw the American company take ownership of the distillery (which they renamed Buffalo Trace in 1999), as well as the exclusive production and US distribution rights for the Age International labels. This is an arrangement that is still in place today.This is a 2021 bottling of the green-labelled Special Reserve.Please note due to the fragility of Blanton’s bottle seal and packaging, Whisky Auctioneer cannot accept responsibility for any damage and/or leakage during transit."
5111256,Yamazaki Tsukuriwake Selection 2022 Editions 4 x 70cl,3600,,2023-10-04,Yamazaki,,,Japan,Official,See Lot Description,48%,4 x 70cl,Operational,"Yamazaki Tsukuriwake Selection 2022 Editions 4 x 70clSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.This 2022set includes four bottles of Yamazaki from four different cask types, which are part of the Tsukuriwake"" selection. It includes...Yamazaki Peated Malt 2022 Edition 48% 70clYamazaki Mizunara 2022 Edition 48% 70clYamazaki Puncheon 2022 Edition 48% 70clYamazaki Spanish Oak 2022 Edition 48% 70clThis lot will include a four bottle shipping fee."
6178662,Royal Brackla 2008 Signatory Vintage Samurai / Kirsch Whisky,120,,2023-10-04,Royal Brackla,N/A,2008,Highland,Signatory Vintage,Sherry Butt Finish,58.6%,70cl,Operational,"Royal Brackla 2008 Signatory Vintage Samurai / Kirsch WhiskyFounded in 1817, Brackla distillery was the first in Scotland to be granted a Royal Warrant, becoming Royal Brackla at the behest of King William IV in 1835. Thedistillery was primarily tasked with providing malt for blending, and became part of DCL (now Diageo) in 1943. It was one of the many distilleries that they were forced to close due to a production surplus in the 1980s however, mothballed between 1985 and 1991. Royal Brackla was sold along with the rest of those associated with the Dewar's brand to Bacardi in 1998. Although Bacardi launched a single malt brand for the distillery in 1999, it was not widely distributed until it was repackaged as part of their Last Great Malts collection in 2014. Independent releases from all eras have become increasingly sought after.This whisky was distilled in 2008and has been finished in single sherry cask #5 before being bottled by Signatory Vintage as part of theSamurai series.Signatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.One of 711 bottles produced for Kirsch Whisky in Germany."
6178934,Port Ellen 1975 Samaroli 23 Year Old,1400,,2023-10-04,Port Ellen,23 Year Old,1975,Islay,Samaroli,,45%,70cl,Closed,"Port Ellen 1975 Samaroli 23 Year OldA meeting of two whisky legends, this is aclassic Samaroli release of 1975 Port Ellen, bottled in 1996. Samaroli'slong-running partnership with R.W.Duthie had ended by this point, and he had begun to have his own company bottle these at Rutherglen in Scotland.Port Ellen is the lost jewel in the Islay crown, closed down by DCL (now Diageo) in 1983 due to an oversupply of peated whisky for blending and a perceived lack of interest in it as a single malt. It has developed a legendary status in the years since. A very rare 12 year old bottled for attendees of the visit of Queen Elizabeth II in 1980 is believed to have been the only distillery bottling produced in its years of operation. Diageo have bottled more since, but it is the independent companies that have given the whisky world the best chance to sample this sought after single malt.Samaroli are perhaps Italy's most revered independent bottler of Scotch whisky. With an impeccable taste in single cask whiskies, and an eye for aesthetics (if not English spelling at times!), founder Silvano Samaroli is regarded by many as a visionary. Since his passing in 2017, the company has been run by his friend Antonio Bleve, who continues his tradition of high quality releases. Many of Silvano’s early bottlings occupy deserved spots on the pantheon of all-time whisky greats."
6178935,Port Ellen 1975 Samaroli 23 Year Old,1400,,2023-10-04,Port Ellen,23 Year Old,1975,Islay,Samaroli,,45%,70cl,Closed,"Port Ellen 1975 Samaroli 23 Year OldA meeting of two whisky legends, this is aclassic Samaroli release of 1975 Port Ellen, bottled in 1996. Samaroli'slong-running partnership with R.W.Duthie had ended by this point, and he had begun to have his own company bottle these at Rutherglen in Scotland.Port Ellen is the lost jewel in the Islay crown, closed down by DCL (now Diageo) in 1983 due to an oversupply of peated whisky for blending and a perceived lack of interest in it as a single malt. It has developed a legendary status in the years since. A very rare 12 year old bottled for attendees of the visit of Queen Elizabeth II in 1980 is believed to have been the only distillery bottling produced in its years of operation. Diageo have bottled more since, but it is the independent companies that have given the whisky world the best chance to sample this sought after single malt.Samaroli are perhaps Italy's most revered independent bottler of Scotch whisky. With an impeccable taste in single cask whiskies, and an eye for aesthetics (if not English spelling at times!), founder Silvano Samaroli is regarded by many as a visionary. Since his passing in 2017, the company has been run by his friend Antonio Bleve, who continues his tradition of high quality releases. Many of Silvano’s early bottlings occupy deserved spots on the pantheon of all-time whisky greats."
6178857,Laphroaig 10 Year Old Cask Strength Batch #006,150,,2023-10-04,Laphroaig,10 Year Old,,Islay,Official,,58.0%,70cl,Operational,"Laphroaig 10 Year Old Cask Strength Batch #006Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.The 10 year old is one of the all time classics of the whisky world, famed the world over for its uniquely Laphroaig flavour. The cask strength equivalents were first bottled in 1995, and have been incredibly sought after ever since.This sixth batch was bottled in February 2014."
6178882,Laphroaig Cairdeas Origin / Feis Ile 2012,205,,2023-10-04,Laphroaig,,,Islay,Official,,51.2%,70cl,Operational,"Laphroaig Cairdeas Origin / Feis Ile 2012Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.Cairdeas, pronounced [car-chuss] means ""friendship"" in Gaelic. These are released annually as distillery exclusives and for the Friends of Laphroaig group. Some early releases were labelled as Feis Ile exclusives and although this is no longer expressly stated, due to the time of year in which they become available, they are still considered as spiritual Feis Ile releases.Origincelebrated 18 years of the Friends of Laphroaig group in 2012. It was vatted from some of the original Cairdeasrelease with quarter cask matured whisky."
6178884,Laphroaig 15 Year Old 200th Anniversary Limited Edition,150,,2023-10-04,Laphroaig,15 Year Old,,Islay,Official,,43%,70cl,Operational,"Laphroaig 15 Year Old 200th Anniversary Limited EditionLaphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.First launched in 1985, this particular bottling was said to be Prince Charles' favourite. It was replaced in the core range by an 18 year old expression in 2009.This is the 2015 limited edition revival of the expression, bottled to celebrate the distillery's 200th anniversary."
